Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [Route 98 - Minimart],Price [Route 98 - Minimart],In stock [Route 98 - Minimart],Low stock [Route 98 - Minimart],IMAGE LINK
misc,10235,#misc,,,N,,,,,,,0,,,,N,Y,variable,,,https://visualeducation.com/wp-content/uploads/2017/05/product-photography-white-background-pack-shot-posterframe.jpg
1-case-softdrinks,10237,1 Case Softdrinks,DRINKS,,N,,,,,,,210,,,,N,Y,230,,,https://img.freepik.com/premium-photo/bottles-soft-drinks-white-background_495423-33753.jpg
555-sardines-155g,10261,555 SARDINES 155G,FOOD,,N,,,,,,,23.45,748485200019,,,Y,Y,26,12,,https://bf1af2.akinoncloudcdn.com/products/2024/09/11/65182/fc44aba3-b32c-4ac0-8ef8-12a5c8a755ac.jpg
555-sardines-155g-1,10262,555 SARDINES 155G,FOOD,,N,,,,,,,23.45,748485200019,,,Y,Y,25.98,6,,https://bf1af2.akinoncloudcdn.com/products/2024/09/11/65182/fc44aba3-b32c-4ac0-8ef8-12a5c8a755ac.jpg
absolute-6000ml,10277,ABSOLUTE 6000ML,DRINKS,,N,,,,,,,72,4800014700004,,,Y,Y,84.98,2,,https://store.iloilosupermart.com/wp-content/uploads/2020/05/45645-1.jpg
ajinomoto-ssning,10045,AJINOMOTO SSNING,FOOD,,N,,,,,,,0,4801958341100,,,Y,Y,4.98,468,,http://bongveggy.com/cdn/shop/files/image_1024.png?v=1708085200
alfonso-light-1l,10274,ALFONSO LIGHT 1L,DRINKS,,N,,,,,,,278.46,8410028900091,,,Y,Y,319.98,3,,https://centaurusint.net/images/products/WHI3106.png
ariel-sunrise-fresh-t,10269,ARIEL SUNRISE FRESH 66G,Cleaning/Laundry Supplies,,N,,,,,,,14,4902430583169,,,Y,Y,17.98,7,,https://allmartshop.com/cdn/shop/files/ArielPowderSunriseFreshTwinJumboPack66g.jpg?v=1736412902
axion,10021,AXION,Cleaning/Laundry Supplies,<p>KALAMANSI / GREEN</p>,N,,,,,,,0,9556031097058,,,Y,Y,12.98,34,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVqQdy1gHyfuEmydjYBErVDi20n4SEsGtaJkQP_LN9QA&s
bareta-bar-blue,10093,BARETA BAR BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0,4806020491417,,,Y,Y,24.98,14,,https://shopsuki.ph/cdn/shop/products/4806020491448_800x.jpg?v=1670549363
bareta-bar-kalamansi,10092,BARETA BAR KALAMANSI,Cleaning/Laundry Supplies,,N,,,,,,,0,4806020491431,,,Y,Y,24.98,7,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1baA3oWlrfs3ciGo0q32q-D0ZFs-u5W1CVcvnjOsO-g&s
bareta-bar-speckled-blue,10095,BARETA BAR SPECKLED BLUE,Cleaning/Laundry Supplies,,N,,,,,,,0,4806020491448,,,Y,Y,24.98,14,,https://shopsuki.ph/cdn/shop/products/4806020491448_800x.jpg?v=1670549363
bareta-bar-w/-fabcon,10101,BARETA BAR W/ FABCON,Cleaning/Laundry Supplies,,N,,,,,,,0,4806020491509,,,Y,Y,25.98,11,,https://shopsuki.ph/cdn/shop/files/4806020491509_800x.png?v=1717582402
bbrand-swak,10169,BEAR BRAND SWAK,FOOD,,N,,,,,,,9,4800361410816,,,Y,Y,14.98,15,,https://lzd-img-global.slatic.net/g/p/d0d1afd7b66a60722165fc494ca11da5.png_720x720q80.jpg_.webp
bbrand-swak-choco,10170,BEAR BRAND SWAK CHOCO,FOOD,,N,,,,,,,9,4800361409117,,,Y,Y,14.98,16,,https://pinoyhyper.com/cdn/shop/files/bear-brand-fortified-choco-milk-drink-swak-pack-8-x-29g-pinoyhyper-1.jpg?v=1738873985&width=1346
bestguard-epoxy-steel,10313,BESTGUARD EPOXY STEEL,HOME ESSENTIALS,,N,,,,,,,0,6955107678161,,,Y,Y,44.98,14,,https://lzd-img-global.slatic.net/g/ff/kf/Hd0941d8cde224fcea081a645e3ba572fp.jpg_720x720q80.jpg_.webp
blkchili-bbq-7g,10180,BLACK CHILI BBQ 7G,SNACKS,,N,,,,,,,0,4800365221036,,,Y,Y,2,18,,https://cdn.store-assets.com/s/377840/i/17546942.jpg
black-chili-cchips-bbq,10187,BLACK CHILI CORN CHIPS BBQ,SNACKS,,N,,,,,,,0,4800365221067,,,Y,Y,11.98,5,,http://shopsuki.ph/cdn/shop/files/107256334_1024x.png?v=1713330942
c2-230ml,10129,C2 230ML,DRINKS,,N,,,,,,,0,4800016068010,,,Y,Y,17,14,,http://zbga.shopsuki.ph/cdn/shop/files/103756616_1024x.png?v=1719229415
ntrisnk-cheezit,10138,CHEEZ IT,SNACKS,,N,,,,,,,8.25,4800523220079,,,Y,Y,9.98,6,,https://images.kglobalservices.com/www.cheezit.com/en_us/product/product_4509076/prod_img-5536599_white-cheddar-snack-pack.png
cb-clfrna-crnch,10198,CHICK BOY ONION & GARLIC 30G,SNACKS,,N,,,,,,,9.22,4806505854522,,,Y,Y,11.98,47,,https://visualeducation.com/wp-content/uploads/2017/05/packshot_kalr_taylor.jpg
cb-txs-bbq,10197,CHICK BOY TEXAS BBQ 30G,,,N,,,,,,,10,4806505854539,,,Y,Y,12.98,47,,https://mir-s3-cdn-cf.behance.net/project_modules/fs/376219150521707.62fbc80a30b18.png
chippy-bbq-108g,10217,CHIPPY BBQ 108G,SNACKS,,N,,,,,,,24.63,4800016643095,,,Y,Y,29.98,2,,https://bf1af2.a-cdn.akinoncloud.com/products/2024/09/12/72811/ea2eea62-4126-42ff-86fe-0683bb7414a5.jpg
chippy-bbq-25g,10143,CHIPPY BBQ 25G,SNACKS,,N,,,,,,,7.5,4800016642029,,,Y,Y,9.98,20,,http://shopsuki.ph/cdn/shop/files/102064818_1024x.png?v=1685351781
chippy-chilicheese,10144,CHIPPY CHILI CHEESE 25G,SNACKS,,N,,,,,,,0,4800016641008,,,Y,Y,9.98,12,,https://i5.walmartimages.com/seo/Jack-n-Jill-Chippy-Chili-Cheese-Flavored-Corn-Chip-3-88oz-Pack-of-6_4e552433-611b-4286-96bc-c0d6465319a5.cf95a1f450cb72c7a715dd1c40dc9364.jpeg
chiz-curls-18g,10266,CHIZ CURLS 18G,SNACKS,,N,,,,,,,7.25,4800016105746,,,Y,Y,9.98,6,,https://thumbs.dreamstime.com/z/bag-chiz-curls-snack-isolated-white-background-antipolo-city-philippines-february-181372462.jpg
chuckie-110ml,10268,CHUCKIE 110ML,DRINKS,,N,,,,,,,13.2,,,,Y,Y,16,8,,https://cdn.store-assets.com/s/377840/i/36354963.jpg
cloud-9-clssc,10231,CLOUD 9 CLSSC,SNACKS,,N,,,,,,,6.35,4800010961447,,,Y,Y,10,122,,https://aaashoppingcenter.ph/cdn/shop/files/item_9_f1f18b6b-f8bf-44e8-a408-92693196ac7d.jpg?v=1747365200&width=1946
clover-cheesier,10317,CLOVER CHEESIER 24G,SNACKS,,N,,,,,,,7.5,4800216120013,,,Y,Y,9.98,12,,https://shopsuki.ph/cdn/shop/files/4800092332791_800x.jpg?v=1700107585
clvb-1ltr,10273,CLVB 1LTR,DRINKS,,N,,,,,,,189,4800142119648,,,Y,Y,199,3,,https://aaashoppingcenter.ph/cdn/shop/files/item_9_f1f18b6b-f8bf-44e8-a408-92693196ac7d.jpg?v=1747365200&width=1946
cobra-energy-drink-330ml,10241,COBRA ENERGY DRINK 330ML,DRINKS,,N,,,,,,,20,4800611546760,,,Y,Y,25,5,5,https://images.deliveryhero.io/image/darkstores/nv-global-catalog/ph/ddfb11d6-badf-4e2d-8687-62c959c2a3fa.jpg?height=480
coca-cola-1.5ml,10278,COCA COLA 1.5ML,,,N,,,,,,,65.75,4801981116072,,,Y,Y,74.98,4,,https://www.bestwaywholesale.co.uk/img/products/1000/5/5010238015375.jpg
cocacola-1.75l,10115,COCA COLA 1.75L,DRINKS,,N,,,,,,,61.67,4801981116072,,,Y,Y,84.98,11,,https://www.dunnsfoodanddrinks.co.uk/content/images/big_product_images/63933.png
cocacola-orig-190,10109,COCA COLA 190ML,DRINKS,,N,,,,,,,11,4801981127177,,,Y,Y,15,22,,https://static.vecteezy.com/system/resources/previews/047/280/244/large_2x/a-can-of-coca-cola-on-a-white-background-free-photo.jpg
cocacola-1l,10116,COCA COLA 1L,DRINKS,,N,,,,,,,0,,,,Y,Y,50,0,,https://watermans.ca/wp-content/uploads/2023/05/Coke-1L.png
cocacola-237ml,10123,COCA COLA 237ML,DRINKS,,N,,,,,,,0,,,,Y,Y,18,24,,https://jumboargentina.vtexassets.com/arquivos/ids/495563/Coca-Cola-237-Ml-1-22610.jpg?v=636770766419600000
cocacola-orig-290,10107,COCA COLA 290ML,DRINKS,,N,,,,,,,16.5,4801981118502,,,Y,Y,20,0,,https://thumbs.dreamstime.com/z/london-uk-december-bottles-pack-classic-coca-cola-white-background-coca-cola-one-most-popular-soda-products-105731274.jpg
colgate,10246,COLGATE,HOME ESSENTIALS,,N,,,,,,,8.75,8850006325216,,,N,Y,12,,,https://pxmshare.colgatepalmolive.com/PNG_2000/1Kv1-Cnb8QMeg-fCYq4xP.png
corn-bits-halo-halo,10395,CORN BITS HALO HALO,SNACKS,,N,,,,,,,1.09,,,,Y,Y,2,30,,https://shopsuki.ph/cdn/shop/files/4800092332791_800x.jpg?v=1700107585
corn-bits-halo-halo-1,10395Q,CORN BITS HALO HALO,SNACKS,,N,,,,,,,1.09,,,,Y,Y,2,30,,https://shopsuki.ph/cdn/shop/files/4800092332791_800x.jpg?v=1700107585
cream-silk-conditioner-ss/pink,10270,CREAM SILK CONDITIONER SS/PINK,BATH ESSENTIALS,,N,,,,,,,6.25,4800888139306,,,Y,Y,9,21,,http://shoplilimart.com/cdn/shop/files/CreamSilkStandoutStraight-180mL.webp?v=1727847800
creamline--cup-choco-mallow-210ml,10363,CREAMLINE  CUP CHOCO MALLOW 210ML,ICE CREAM 🍦,,N,,,,,,,23.44,4806514103406,,,Y,Y,29.98,11,,https://www.rebisco.com.ph/547-thickbox_default/creamline-cream-cup-choco-mallows.jpg
creamline-1.3-buko-salad,10358,CREAMLINE 1.3 BUKO SALAD,ICE CREAM 🍦,,N,,,,,,,190.75,4806514104403,,,Y,Y,229.98,1,,https://www.rebisco.com.ph/954-thickbox_default/creamline-buco-salad.jpg
creamline-bar-buko-salad,10345,CREAMLINE BAR BUKO SALAD,ICE CREAM 🍦,,N,,,,,,,11.6,4806514102003,,,Y,Y,16.98,10,,https://www.rebisco.com.ph/1011-thickbox_default/creamline-cream-bar-buco-salad.jpg
creamline-bar-cookies-&-creaam,10346,CREAMLINE BAR COOKIES & CREAM,ICE CREAM 🍦,,N,,,,,,,11.6,4806514102010,,,Y,Y,16.98,9,,https://www.rebisco.com.ph/1012-thickbox_default/creamline-cream-bar-cookies-cream.jpg
creamline-bar-rocky-road,10348,CREAMLINE BAR ROCKY ROAD,ICE CREAM 🍦,,N,,,,,,,11.6,4806514102065,,,Y,Y,16.98,10,,https://www.rebisco.com.ph/1489-thickbox_default/creamline-cream-bar-rocky-road.jpg
creamline-bar-ube-queso-pastillas,10347,CREAMLINE BAR UBE QUESO PASTILLAS,ICE CREAM 🍦,,N,,,,,,,11.6,4806514102041,,,Y,Y,16.98,9,,https://www.rebisco.com.ph/1013-thickbox_default/creamline-cream-bar-ube-queso-pastillas.jpg
creamline-cone-berry-choco,10337,CREAMLINE CONE BERRY CHOCO 110ML,ICE CREAM 🍦,,N,,,,,,,18.25,4806514101051,,,Y,Y,23.98,4,,https://www.rebisco.com.ph/1375-thickbox_default/cream-cone-berry-choco-multi.jpg
creamline-cone-choco-queso-110ml,10338,CREAMLINE CONE CHOCO QUESO 110ML,ICE CREAM 🍦,,N,,,,,,,18.25,4806514101068,,,Y,Y,23.98,5,,https://www.rebisco.com.ph/1377-thickbox_default/cream-cone-choco-queso.jpg
creamline-cone-cookies-&-cream,10336,CREAMLINE CONE COOKIES & CREAM 110ML,ICE CREAM 🍦,,N,,,,,,,18.25,4806514101037,,,Y,Y,23.98,5,,https://www.rebisco.com.ph/1373-thickbox_default/cream-cone-cookies-cream.jpg
creamline-cone-rocky-road-110ml,10334,CREAMLINE CONE ROCKY ROAD 110ML,ICE CREAM 🍦,,N,,,,,,,18.25,4806514101006,,,Y,Y,23.98,4,,https://www.rebisco.com.ph/1489-thickbox_default/creamline-cream-bar-rocky-road.jpg
creamline-cone-ube-macapuno-110ml,10335,CREAMLINE CONE UBE MACAPUNO 110ML,ICE CREAM 🍦,,N,,,,,,,18.25,4806514101013,,,Y,Y,23.98,5,,https://www.rebisco.com.ph/1370-thickbox_default/cream-cone-ube-macapuno.jpg
creamline-coolers-chocolate-50ml-1,10381,CREAMLINE COOLERS CHOCOLATE 50ML,ICE CREAM 🍦,,N,,,,,,,9.9,4806514102607,,,Y,Y,13.98,10,,https://sukigrocer.com/cdn/shop/files/Sf5b89d4476e84bb1b66c38340c9c7772e.jpg?v=1745472590
creamline-coolers-mango-50ml,10354,CREAMLINE COOLERS MANGO 50ML,ICE CREAM 🍦,,N,,,,,,,9.9,,,,Y,Y,13.98,10,,https://www.rebisco.com.ph/1395-thickbox_default/cream-cooler-mango.jpg
creamline-coolers-melon-50ml,10371,CREAMLINE COOLERS MELON 50ML,ICE CREAM 🍦,,N,,,,,,,9.9,4806514102720,,,Y,Y,13.98,10,,https://www.rebisco.com.ph/1397-thickbox_default/cream-cooler-melon.jpg
creamline-coolers-strawberry-50ml,10352,CREAMLINE COOLERS STRAWBERRY 50ML,ICE CREAM 🍦,,N,,,,,,,9.9,4806514102737,,,Y,Y,13.98,10,,https://www.rebisco.com.ph/1399-thickbox_default/cream-cooler-strawberry.jpg
creamline-cup-choco-mud-pie-120ml,10364,CREAMLINE CUP CHOCO MUD PIE 210ML,ICE CREAM 🍦,,N,,,,,,,23.44,4806514103413,,,Y,Y,29.98,10,,https://d2j6dbq0eux0bg.cloudfront.net/images/17197054/3266831434.jpg
creamline-family-dou-cookies&cream/choco,10357,CREAMLINE FAMILY DOU COOKIES&CREAM/CHOCO950ML,ICE CREAM 🍦,,N,,,,,,,112.75,4806514104205,,,Y,Y,164.98,9,,https://www.rebisco.com.ph/952-thickbox_default/creamline-double-delight-cookies-cream-and-choco-choco-swirl.jpg
creamline-family-dou-rocky-road/vanilla,10355,CREAMLINE FAMILY DOU ROCKY ROAD/VANILLA 950ML,ICE CREAM 🍦,,N,,,,,,,112.75,4806514104212,,,Y,Y,164.98,1,,https://d2j6dbq0eux0bg.cloudfront.net/images/17197054/3266812413.jpg
creamline-family-duo-cookies&cream/choco,10356,CREAMLINE FAMILY DUO COOKIES&CREAM/CHOCO,ICE CREAM 🍦,,N,,,,,,,112.75,,,,Y,Y,164.98,10,,https://www.rebisco.com.ph/952-thickbox_default/creamline-double-delight-cookies-cream-and-choco-choco-swirl.jpg
creamline-frotees-grapes-50ml,10350,CREAMLINE FROOTEES GRAPES 50ML,ICE CREAM 🍦,,N,,,,,,,8.3,4806514102607,,,Y,Y,12.98,9,,https://www.rebisco.com.ph/1402-thickbox_default/mini-cup-ube.jpg
creamline-frotees-orange-50ml,10349,CREAMLINE FROOTEES ORANGE 50ML,ICE CREAM 🍦,,N,,,,,,,8.3,4806514102614,,,Y,Y,12.98,9,,https://www.rebisco.com.ph/1395-thickbox_default/cream-cooler-mango.jpg
creamline-jumbo-cone-cookies-&-cream-140ml,10340,CREAMLINE JUMBO CONE COOKIES & CREAM 140ML,ICE CREAM 🍦,,N,,,,,,,24.1,4806514101327,,,Y,Y,29.98,5,,https://www.rebisco.com.ph/1373-thickbox_default/cream-cone-cookies-cream.jpg
creamline-jumbo-cone-double-dutch-140ml,10339,CREAMLINE JUMBO CONE DOUBLE DUTCH 140ML,ICE CREAM 🍦,,N,,,,,,,24.1,4806514101303,,,Y,Y,29.98,4,,https://d2j6dbq0eux0bg.cloudfront.net/images/17197054/3266991737.jpg
creamline-jumbo-cone-mango-peanut-140ml,10343,CREAMLINE JUMBO CONE MANGO PEANUT 140ML,ICE CREAM 🍦,,N,,,,,,,24.1,4806514101358,,,Y,Y,29.98,4,,https://cdn.freshful.ro/media/cache/sylius_shop_product_original/b9/fa/01077d1d904e93deab482c8248aa.jpg
creamline-jumbo-cone-rocky-road-140ml,10341,CREAMLINE JUMBO CONE ROCKY ROAD 140ML,ICE CREAM 🍦,,N,,,,,,,24.1,4806514101334,,,Y,Y,29.98,4,,https://www.rebisco.com.ph/1489-thickbox_default/creamline-cream-bar-rocky-road.jpg
creamline-jumbo-cone-ube-queso-140ml,10342,CREAMLINE JUMBO CONE UBE QUESO 140ML,ICE CREAM 🍦,,N,,,,,,,24.1,4806514101341,,,Y,Y,29.98,4,,https://www.rebisco.com.ph/1013-thickbox_default/creamline-cream-bar-ube-queso-pastillas.jpg
creamline-melon-50ml,10353,CREAMLINE MELON 50ML,ICE CREAM 🍦,,N,,,,,,,9.9,,,,Y,Y,16.98,10,,https://www.rebisco.com.ph/1397-thickbox_default/cream-cooler-melon.jpg
creamline-milky-pop-lolly-milk-choco-60ml,10362,CREAMLINE MILKY POP LOLLY MILK CHOCO 60ML,ICE CREAM 🍦,,N,,,,,,,9.88,4806514102966,,,Y,Y,14.98,20,,https://sukigrocer.com/cdn/shop/files/Sf5b89d4476e84bb1b66c38340c9c7772e.jpg?v=1745472590
creamline-mini-cup-choco-marble-75ml,10369,CREAMLINE MINI CUP CHOCO MARBLE 75ML,ICE CREAM 🍦,,N,,,,,,,12.7,4806514103000,,,Y,Y,19.98,9,,https://www.rebisco.com.ph/1403-thickbox_default/mini-cup-chocolate.jpg
creamline-mini-cup-75ml,10368,CREAMLINE MINI CUP CHOCOLATE 75ML,ICE CREAM 🍦,,N,,,,,,,12.7,4806514103031,,,Y,Y,19.98,9,,https://www.rebisco.com.ph/1403-thickbox_default/mini-cup-chocolate.jpg
